audio,text
common_voice_zgh_40378250.mp3,ⵔⴰⴷ ⴽⵯⵏⵜ ⵉⴷ ⴰⵡⵉⵏⵜ?
common_voice_zgh_40378252.mp3,"ⵓⵎⵉ ⵜⵓⵖⴰ ⵃⵎⴰⴷ ⴷ ⴰⵎⵥⵥⵢⴰⵏ, ⵉⵣⵎⵔ ⴰⴷ ⵢⴰⵇⵇⵍⴰⵢ ⵙ ⵡⴰⴷⴷⴰⴳⵏ ⴰⵜⵜⵓⵢⵏⵉⵏ."
common_voice_zgh_40378253.mp3,ⵜⵓⵎ ⵉⵅⵙ ⴰⴷ ⴽⵯⵏⵜ ⵉⵙⵏⵉⵎⵎⵔ.
common_voice_zgh_40378254.mp3,ⵉⵡⵉⵏ ⵍⴰⵢⵍⴰ ⵙ ⵓⵙⴳⵏⴰⴼ ⴳ ⵍⵇⴰⵀⵉⵔⴰ ⴰⴷ ⵜⴻⵜⵜⴳⵏⴼⴰ.
common_voice_zgh_40378256.mp3,ⴰⵔ ⴱⴰⵀⵔⴰ ⵉⵙⵙⵓⴳⵓⵜ ⵙⴰⵎⵉ ⴽⵔⴰ ⵏ ⵜⵉⴽⴽⴰⵍ.
common_voice_zgh_40378257.mp3,ⵍⴰ ⵉⵜⵜⵓⵔⴰⵔ ⴰⴽⴷ ⵓⴱⵍⵀⴰⵡ ⵏⵏⵙ.
common_voice_zgh_40378259.mp3,ⵀⴰ ⵏⵏ ⵜⵉⵀⵉⵔⵉⵜ ⵏⵏⵙ.
common_voice_zgh_40378267.mp3,ⵉⵍⵍⴰ ⴼ ⵓⵎⴰⴹⴰⵍ ⴰⴷ ⵉⴽⴽ ⵜⴰⵎⴰ ⵏ ⵓⴽⵕⴰⵏⵢⴰ.
common_voice_zgh_40378268.mp3,ⴽⵔⴰⵢⴳⴰⵜ ⴰⵙⵙ ⴰⵔ ⵉⵜⵜⵛⵓⵛⵓⴼ.
common_voice_zgh_40378270.mp3,ⵛⴰⵏ ⵜⵉⴽⴽⴰⵍ ⵍⴰ ⵉⵜⵜⴰⵔⵉ ⵜⵓⵣⵉⵏⵜ ⵉ ⵢⵉⵎⵎⴰⵙ.
common_voice_zgh_40378271.mp3,ⵢⵓⴼ ⵉ ⵢⴰⵏ ⵉⵖ ⴷ ⵓⵔ ⵉⵙⵙⴰⴽ ⴰⴳⴰⵔ ⵉ ⵢⵉⵅⴼ ⵏⵏⵙ.
common_voice_zgh_40378272.mp3,ⵎⵔ ⵢⵓⴼⵉ ⵓⵎⵊⵊⵓⴹ ⵎⵊⵊⴹⵏ ⴰⴽⴽⵯ ⵎⴷⴷⵏ
common_voice_zgh_40378294.mp3,ⵜⵓⵎ ⵓⵔ ⴽ ⵉⵅⵙ ⵛⴰ.
common_voice_zgh_40378300.mp3,ⵏⴳⴰ ⵏⵏ ⵓⴽⴰⵏ ⵢⴰⵜ ⵜⴱⵔⵣⵣⵓⵢⵜ ⵏ ⵜⴼⵉⵢⵢⵉ.
common_voice_zgh_40382431.mp3,ⴰⵢⵜ ⵓⵅⴰⵎ ⵏ ⵓⵥⵔⵡⴰⵍ ⴷ ⵜⵥⵔⵡⴰⵍⵜ ⴳⴰⵏ ⵜⴰⵎ.
common_voice_zgh_40382433.mp3,ⵎⴰ ⵜⴼⵓⴷⴷ?
common_voice_zgh_40382434.mp3,ⵉⵎⵙⴰⵡⴰⵍ ⵢⵉⴷⵙ ⵅⴼ ⵓⵖⴰⵡⴰⵙ.
common_voice_zgh_40404252.mp3,ⵎⴰⵢⵎⵎⵉ ⵜⴹⵚⵚⴷ?
common_voice_zgh_40404253.mp3,ⵢⵓⵔⵓ ⴳⵯⵎⴰ ⵢⴰⵏ ⵓⵔⴱⴰ ⵉⵙⵙⴰⵖ ⴰⵙ ⴰⴽⵙⵉⵍ.
common_voice_zgh_40404255.mp3,ⵙⵓⵍ ⵓⴽⴰⵏ ⵉⵙⵡⵓⵔⵉ ⵙⴰⵎⵉ ⴳ ⵜⵙⵉⵔⵎⵜ ⴰⵏⵏ.
common_voice_zgh_40404259.mp3,ⵉⴽⵯⵔⴰ ⴼⴰⴹⵉⵍ ⵢⴰⵏ ⵓⵃⴰⵏⵓ ⴳ ⵓⵙⵏⵙⵓ.
common_voice_zgh_40404263.mp3,ⵎⴰⵏⴰⴳⵓ ⴰⴷ ⴷ ⵜⴽⴽⵔⴷ?
common_voice_zgh_40404265.mp3,ⵉⴳⵉⵜⵏ ⴰⴷ ⵉⵜⵜⵚⴽⵓⵏ ⵓⵔ ⴷ ⴰⵡⴰⵍ.
common_voice_zgh_40404266.mp3,ⵢⴰⵍⵍⴰⵀ ⵙⵖⵉⵖ ⵎⴰⵢⴰⴷ.
common_voice_zgh_40440419.mp3,ⵉⵙ ⵉⵍⵍⴰ ⴽⵔⴰ ⵏ ⵢⴰⵏ ⵎⴰⴷ ⵉⵢⵉ ⵉⵜⵜⴰⵡⵙⵏ?
common_voice_zgh_40440420.mp3,ⵓⵔ ⵙⵙⵉⵏⵖ ⵎⴰ ⴰⴷ ⵉⵢⵉ ⵢⵓⴽⵔⵏ ⴰⵣⵍⴰⵍⴰⵎ ⵉⵏⵓ.
common_voice_zgh_40440421.mp3,ⴰⵛⴽⵓ ⵉⵎⵢⴰⵔ ⴰ ⵉⵜⵜⵥⵥⵍ ⵜⴰⵎⴰ ⵏⵏⵙⵏ
common_voice_zgh_40440422.mp3,ⵖⵓⵔⵉ ⵉⵎⵉⴷⵉⵡⴰⵏ ⴳ ⵎⵛⵜⴰ ⵏ ⵜⵎⵉⵣⴰⵔ.
common_voice_zgh_40440423.mp3,ⵎⵉⵏ ⵉⵄⵏⴰ ⵉⵙⵡⵉ ⵏⵏⵛ ⴰⴷⵜⵜⴰⵏ?
common_voice_zgh_40440439.mp3,ⵜⵙⵙⵕⵎⵉ ⴽ ⵜⵓⴷⵔⵜ?
common_voice_zgh_40440440.mp3,ⵓⵔ ⴰⴽⴽⵯ ⵉⵥⵕⵉ ⴰⵎⵙⴱⵔⵉⴷ ⵍⵍⵉ.
common_voice_zgh_40440445.mp3,ⴰⵙⵉⵏⴰⴳ ⴰⵏⴰⴼⵍⵍⴰ ⵏ ⵜⵏⴱⴹⴰⵢⵜ.
common_voice_zgh_40440448.mp3,ⵉⵔⵡⴰⵙ ⵉⵙ ⵜⵍⴽⵎ ⵜⵉⵣⵉ ⵎⴰ ⵖ ⴰⵔ ⴰⵇⵇⵔⴰⵖ ⵉ ⵓⵎⵙⴳⵏⴰⴼ.
common_voice_zgh_40440454.mp3,ⵉⴹⵓⵕⴹⵕ ⴳ ⵢⴰⵏ ⵓⵎⵣⵣⵓⵖ.
common_voice_zgh_40440455.mp3,ⴰⴷ ⵓⵔ ⵜⴻⵜⵜⵓⴷ ⴰⴷ ⵜⴰⵣⵏⴷ ⵜⴰⴱⵔⴰⵜ ⵍⵍⵉ ⵄⴰⴼⴰⴽ.
common_voice_zgh_40440456.mp3,ⵜⵙⴱⴱⵓⵏⵣ ⵜⵜ.
common_voice_zgh_40440457.mp3,ⵉⵣⵣⵏⵣⴰ ⵜⵓⵎ ⵜⵉⴳⵎⵎⵉ ⵏⵏⵙ.
common_voice_zgh_40440458.mp3,ⴰⴼⵓⵍⴽⵉ ⵓⵔ ⵉⵍⵍⵉ ⵎⴰⴷ ⵜ ⵢⵓⴼⵏ.
common_voice_zgh_40440474.mp3,ⵓⵙⵔⵖ ⵜⵏⵜ.
common_voice_zgh_40440476.mp3,ⵓⵔ ⴰⴷ ⵏⵏ ⵜⴰⵎⴷ ⴰⵢⵍⵍⵉ ⵙ ⵉⵢⵉ ⵉⵏⵏⴰ ⵜⵓⵎ!
common_voice_zgh_40440478.mp3,ⵉⵙ ⵜⴻⵜⵜⵢⴰⵡⵙⵙⴰⵏ ⵜⴳⵓⵔⵉ ⴰⴷ ⴳ ⵜⵏⵜⴰⵍⴰ ⵏⵏⵎ?
common_voice_zgh_40593174.mp3,ⵉⵙ ⵜⵖⵉⵢⵜ ⴰⴷ ⵉⵢⵉ ⵜⵡⴰⵙⴷ?
common_voice_zgh_40593176.mp3,ⵓⵔ ⵅⴰ ⵉⵜⵜⵓⵏⵇⵇⴰⵔ ⵅⴰⵙ ⵜⴰⵔⵉⴽⵜ ⵉⵄⵣⵣⵉⵏ
common_voice_zgh_40593178.mp3,ⵢⴰⴹⵓ ⴷ ⴷⵉ ⵜⵙⵏⴱⴹⴰⵢⵜ.
common_voice_zgh_40593181.mp3,ⵜⴳⴰ ⴱⴰⵀⵔⴰ ⴽⴰⵜⵉ ⵜⵉⵎⵉⵖⵉⵙⵜ ⴼ ⵇⵇⴰⵃ ⵏ ⵉⵎⵣⵔⴰⵡⵏ ⴳ ⵜⵎⵖⵔⵉⵜ ⵏⵏⵖ.
common_voice_zgh_40593212.mp3,ⵢⵓⵜ ⵙⴰⵎⵉ ⵍⴰⵢⵍⴰ ⵙ ⵓⴱⴰ.
common_voice_zgh_40593213.mp3,"ⵊⵊⵉⵊⵉ ⵎⵓⵛⵛ ⵉ ⵓⴳⴰⴷⵉⵔ, ⵉⴳ ⵉⵣⵎ"
common_voice_zgh_40593215.mp3,Iⵉⵙⵙⵏⵥⴰ ⵙⵓⵍ ⵙⴰⵎⵉ ⵍⴰⵢⵍⴰ ⴼⴰⴷ ⴰⴷ ⴰⵙ ⴷ ⵜⴰⵡⵉ ⴰⴼⵔⴷⵉ.
common_voice_zgh_40593216.mp3,ⵢⵓⴹⴰ ⴷ ⵙ ⵜⵜⵥⵓⵕⵉ.
common_voice_zgh_40593236.mp3,"ⵉⵏⵏⴰ ⴰⵙ:"" ⴱⵔⵔⴽ ⵙⴽⴽⵓⵙ ⵄⴰⴼⴰ ⴽ ""."
common_voice_zgh_40593237.mp3,ⵜⵎⵇⵇⵓⵔ ⵜⴰⴷⴷⴰⵔⵜ ⴰⵏⵏ.
common_voice_zgh_40593239.mp3,ⵎⵙⴰⵙⴰⵏ ⴼ ⴰⴷ ⴷ ⴰⵛⴽⵏ.
common_voice_zgh_40593240.mp3,ⴼⴽ
common_voice_zgh_40593248.mp3,ⴰⴷ ⴰⴽⴽⵯ ⵙⵉⵖ ⵓⵔ ⵜⵉⴽⵚⵓⴹⴷ.
common_voice_zgh_40593249.mp3,"ⵎⵔ ⴷⴰ ⵉⴽⵔⵔⵣ ⵉⴳⴷⵉ, ⵓⵔ ⴷⴰ ⵉⵜⵜⵙⵜⵜⴰ ⵉⵍⴰⵎⵎⵏ"
common_voice_zgh_40593250.mp3,ⵉⵙⵙⴼⴽ ⴰⴷ ⵜⵇⵇⵍⴷ ⴰⵢⵢⵓⵔ ⵙ ⵉⴷⵔⵓⵙ.
common_voice_zgh_40593256.mp3,ⴰⵔ ⵉⵙⵙⴰ ⵜⵓⵎ ⴷ ⵎⴰⵔⵉ.
common_voice_zgh_40593257.mp3,ⵉⴽⴽⴰ ⵜⵜ ⵉⵏⵏ ⵙⴰⵎⵉ ⵍⴰ ⵜⵜ ⵉⵜⵜⴰⵡⵉ ⵖⴰⵙ ⴳ ⵉⵙⴽⴽⵉⵏ ⵏⵏⵙ.
common_voice_zgh_40593258.mp3,ⵉⵙ ⵓⴼⵉⵖ ⴰⴷ ⴼⴼⵉⵖ ⴰⵎⴰⵏ ⴰⴷ ⵖⵉⴷ?
common_voice_zgh_40593259.mp3,ⵜⴼⵍ ⵍⴰⵢⵍⴰ ⵜⵉⵙⵓⵔⴰ ⵏⵏⵙ ⴷ ⵜⵜⵉⵍⵉⴼⵓⵏ ⵏⵏⵙ ⴳ ⵜⵀⵉⵔⵉⵜ ⵏⵏⵙ.
common_voice_zgh_40593265.mp3,ⴰⵡⴰ ⵉⵍⵍⴰ ⵓⵙⵍⵎ ⴰⵙⵙ ⴰ ⴰ ⵖⴰⵔ ⵜⴰⵎⴰⵅⵉⵔⵜ.
common_voice_zgh_40593267.mp3,ⴰⵛⴽⵉ ⴷ ⴷⵖⵢⴰ.
common_voice_zgh_40593270.mp3,ⵜⵓⴳⵜ ⵏ ⵓⵚⵎⵎⵉⴹ ⴰⴷ ⴷ ⵢⵉⵡⵉⵏ ⵉ ⵜⵎⴷⴰ ⵍⵍⵉⵖ ⵜⴳⵔⵙ.
common_voice_zgh_40593273.mp3,ⵉⵙ ⴰⵙ ⵜⵓⴷⵉⵜ ⴰⴷ ⵉⵢⵉ ⴷ ⵜⴳⵜ ⴰⴼⵓⵙ.
common_voice_zgh_40593324.mp3,ⵖⵔⵔⵉⵖ ⴰⵢⵍⵍⵉⵖ ⵓⵎⵥⵖ ⵜⵓⵔⴰⴳⵜ ⴳ ⵜⵣⵔⴰⵡⵉⵏ ⵜⵉⵎⴰⵣⵉⵖⵉⵏ.
common_voice_zgh_40593325.mp3,ⵡⴰⵢⵏⵏⵉ ⵉⵎⵎⵉⵎ ⵓⵜⵜⵛⵉ.
common_voice_zgh_40593326.mp3,ⵉⵎⵎⵓⵜ ⵜⵓⵎ ⵓⵔ ⵄⴰⴷ ⴷ ⵉⵍⵓⵍ ⵎⵎⵉⵙ.
common_voice_zgh_40593328.mp3,???? ????? ?
common_voice_zgh_40593347.mp3,ⵉⵣⵣⵉⵡⵣ ⴰⵖ.
common_voice_zgh_40593348.mp3,ⴱⴰⴱⴰ ⵏⴽⴽⵉ ⴰⵏⵙⵔⴰⵎ ⴰⵢⴷ ⵉⴳⴰ.
common_voice_zgh_40593353.mp3,ⵎⴰ ⵣⵎⵔⵖ ⴰⴷ ⴽⵔⵓⵖ ⴰⵎⵓⵔⴰⵔ ⵏⵏⵛ ⵏ ⵜⵜⵉⵏⵉⵙ ⵉ ⵡⴰⵙⵙⴼ?
common_voice_zgh_40593356.mp3,ⵏⵖⵉⵢ ⴰⴷ ⵏⵙⵜⵉ ⴰⵢⴰ ⵏ ⵡⴰⵎⵎⴰⴽⵏ ⵖⵉⴼ ⴽⵔⴰⴹ.
common_voice_zgh_40593384.mp3,ⵉⵙⵍⵍⴰ ⵙⴰⵎⵉ ⵉ ⵓⵙⵓⵙⵔ ⵉⵙⵍⵍ ⵉ ⵓⵎⵙⵍⵉ ⵏ ⵢⴰⵏ ⵓⵔⴳⴰⵣ ⴳ ⴹⴰⵕⴰⵜ.
common_voice_zgh_40593385.mp3,ⵀⴰ ⴷ ⵜⴰⵏⴼⵓⵍⵜ ⵉⵏⵉ ⵏ ⵓⴷⵡⴰⵍ.
common_voice_zgh_40593386.mp3,ⵔⴰⴷ ⴽⵯⵏⵜ ⵜⵉⴳⵕⵉⵥ ⴼ ⴰⵢⵍⵍⵉ ⵜⵙⴽⵔⵎⵜ.
common_voice_zgh_40593558.mp3,ⵉⵜⵜⵡⴰⴳⴷⵍ ⵡⴰⴷⴰⴼ ⵖⵔ ⵓⴼⵜⴰⵙ.
common_voice_zgh_40593561.mp3,ⵏⴽⴽ ⴰⵢⴷ ⵉⴳⴰⵏ ⴰⵎⵏⵀⴰⵍ ⵏ ⵜⵣⵣⵔⴰⵢⵜ ⴰⴷ.
common_voice_zgh_40593564.mp3,ⵜⵙⵎⵓⵏ ⵉⴷⵙⵏⵜ ⵜⴰⴷⴰⴱⵓⵣⵜ ⵏ ⵡⵓⵛⵛⵏ ⴳ ⵉⵍⵍⴰ ⵡⴰⵇⵇⴰⵢ ⵏ ⵉⴽⵉⴽⵔ.
common_voice_zgh_40593565.mp3,ⴰⵡⵉ ⵜⵜ ⴳ ⵉⵅⴼ ⵏⵏⴽ.
common_voice_zgh_40593602.mp3,???? ????? ?
common_voice_zgh_40593603.mp3,ⴳⴰⵏ ⵉⵎⴰⵔⴰⵡⵏ ⵉⵏⵓ ⵉⴹⴱⵉⴱⵏ ⵙ ⵙⵉⵏ.
common_voice_zgh_40593604.mp3,ⵅⵙⵖ ⴰⴷ ⵜⵉⵙⵉⵏⴷ ⵎⴰⵖⴰ ⵍⵍⵉ ⴳ ⴷ ⵓⵔ ⵉⴷⴷⵉ ⵜⵓⵎ ⴰⵙⵙ ⴰ.
common_voice_zgh_40593605.mp3,ⵜⴰⵎⵙⵙⵉⵔⴷⵜ ⵜⵉⵙ ⵙⵏⴰⵜ ⵉⴱⴷⴰ ⵓⵥⵔⵡⴰⵍ ⴷ ⵜⵥⵔⵡⴰⵍⵜ ⵜⴰⵖⵓⵔⵉ
common_voice_zgh_40619080.mp3,ⵉⵙ ⵙⵓⵍ ⵜⴽⵯⵜⵉⵜ ⵎⴰⵏⵉⴽ ⴰⵙ ⵜⵜ ⵉⵏⵏ ⵉⴽⴽⴰ ⵓⵥⵟⵟⴰ ⵉⵥⴹⴰⵢ?
common_voice_zgh_40619081.mp3,ⵉⴼⴼⵖ ⵎⴰⵏⵏⴰⴷ ⵜⵉⴳⵎⵎⵉ ⵜⴰⵥⵓⵏⵉ ⵏ ⵢⵉⴹ.
common_voice_zgh_40619082.mp3,ⵉⵄⴰⵕⴹ ⵙⴰⵎⵉ ⵉ ⵍⴰⵢⵍⴰ ⴰⴷ ⵜⵛⵛ ⵜⵉⵔⵎⵜ ⵏ ⵓⴽⵙⵓⵎ ⵉⴽⵏⴼⵏ.
common_voice_zgh_40619084.mp3,ⵓⵔ ⵏⵏ ⴰⴽⴽⵯ ⴱⴰⵀⵔⴰ ⵢⴰⴳⴳⵓⴳ ⵖⵉⵍⵍⵉ ⵖ ⵉⵣⴷⵖ ⵜⵓⵎ ⴼ ⵖⵉⴷ.
common_voice_zgh_40619087.mp3,ⵇⵇⴰⴷ ⵉⵜⵜⵡⴰⵣⵎⵎⴰⵎ ⴳ ⵢⴰⵜ ⵜⵙⴰⵡⵔⵜ ⵏ ⵜⵥⵓⵕⵉ.
common_voice_zgh_40909251.mp3,ⴰⵎⵣⵔⵓⵢ ⵉⴳⴰ ⵢⴰⵏ ⵓⴳⵣⵣⵓⵎ ⴳ ⵢⵉⵣⵔⵉ ⵏⵏⵖ ⵎⴰⵛⵛ ⵓⵔ ⴰⵏⵖ ⵉⴳⵉ ⵉⵎⴰⵍ ⵏⵏⵖ.
common_voice_zgh_40909252.mp3,ⵛⵛⵉⵖ ⵢⴰⵏ ⵓⴱⴰⵡ ⵉⴹⵏⵏⴰⵟ ⴰⴽⴰⴷ ⵉⵎⵎⵉⵎ.
common_voice_zgh_40909253.mp3,ⵉⵙ ⵜⵣⴷⵖⵎ ⴳ ⵏⵏⵓⵕⵡⵉⵊ?
common_voice_zgh_40909254.mp3,"ⵛⴰ ⵢⵉⴼ ⴰⵖ, ⵛⴰ ⵏⵉⴼ ⵜ, ⵛⴰ ⵉⴼⵏ ⵜ ⵉⴹⴰⵏ."
common_voice_zgh_40909255.mp3,ⵏⴳⴳⴰⵍⵍ ⵓⵔ ⵙⵓⵍ ⵏⵜⵜⵎⵉⴳⴳⵉⵔ ⵜⵉⴽⴽⵍⵉⵜ ⵢⴰⴹⵏ.
common_voice_zgh_40912422.mp3,ⵓⵔ ⵊⵊⵓⵏ ⵉⵥⵕⵉ ⵎⴰⵔⵉ ⵜⵓⵎ.
common_voice_zgh_40912423.mp3,ⵉⵊⵍⴰ ⵓⴽⴰⵏ ⵙⵓⵍ ⵙⴰⵎⵉⵏ.
common_voice_zgh_40912424.mp3,ⵜⵉⵍⵉ ⵎⴰⵏⵉⴽ ⵙ ⵔⴰⴷ ⴰⵔⴰⵖ ⵜⴰⵙⴽⵔⴰ ⵙ ⵜⴱⵓⵍⴳⴰⵔⵉⵜ?
common_voice_zgh_40912425.mp3,ⵎⴰⵄⵏⴰ ⴰ ⵍⵍⵉⴳ ⵜⵙⴽⵔⵜ ⵓⵏⵛⴽⴽ ⴰⵏⵏ?
common_voice_zgh_40912426.mp3,"ⵎⴰⵙⵙ, ⵀⴰⵜ ⵉ ⵜⴼⵍⴷ ⵉⵏⴼⴷ ⵏⵏⴽ ⴳ ⵢⵉⴳⴳⵉ ⵏ ⵜⴷⴰⴱⵓⵜ."
common_voice_zgh_40916425.mp3,ⵜⵉⵍⵉ ⵥⴰⵔⵙ ⵜⵙⵔⴼⵜ; ⴳ ⵜⵙⵔⴼⵜ ⵏⵅⵣⵏ ⵉⵎⵏⴷⵉ ⴷ ⵡⵓⵜⵛⵉ.
common_voice_zgh_40916426.mp3,ⴰⵍⵙ ⵉⵢⵉ ⵣⴰ ⴼ ⵉⵅⴼ ⵏⵏⴽ ⵢⴰⵏ ⵉⵎⵉⴽⴽ?
common_voice_zgh_40916427.mp3,"ⵉⴳⴳⵯⴷ ⵡⵓⵛⵛⵏ, ⵜⴳⴳⵯⴷ ⵜⵉⵍⵉ"
common_voice_zgh_40916428.mp3,ⵉⵙ ⴰⵔ ⵉⵛⵜⵜⴰ ⵜⵓⵎ ⵜⵓⴳⵓⵜ?
common_voice_zgh_40916429.mp3,ⵎⵏⵛⴽ ⵏ ⵜⵓⵙⴷⴰⴷⵉⵏ ⵏ ⵢⵉⴹⵚ ⴰⴷ ⵜⵓⵙⵔⴷ?
common_voice_zgh_40934180.mp3,ⵔⵉⵖ ⵓⴽⴰⵏ ⴰⴷ ⴰⵎ ⵄⴰⵕⴷⵖ ⵙ ⵢⵉⵡⵉⵣ.
common_voice_zgh_40934181.mp3,ⵜⵉⵎⵇⵇⵉⵜ ⵙ ⵜⵎⵇⵇⵉⵜ ⴰ ⵙ ⵉⵏⴳⴳⵉ ⵡⴰⵙⵉⴼ
common_voice_zgh_40934182.mp3,ⵎⴰⵅⵅ ⵍⵍⵉⵖ ⵜⵙⵖⴰ ⵏⵓⵊⴰ ⴷ ⵏⴰⵢⵍⴰ ⴰⵙⴳⵣⴰⵡⴰⵍ ⵏ ⵜⴽⴰⵎⴱⵓⴷⵉⵜ?
common_voice_zgh_40934183.mp3,ⵎⴷⴷⵏ ⵏ ⵓⴷⵔⴰⵔ ⴰⵔ ⵜⵜⵉⵎⵥⵉⵢⵏ.
common_voice_zgh_40934184.mp3,ⵏⴽⴽⴰ ⵜⵜ ⵉⵏⵏ ⵏⴳⴰ ⵉⵏⴰⵔⴰⴳⵏ.
common_voice_zgh_40957116.mp3,ⵜⵔⵉⵜ ⴰⴷ ⵜⵖⵔⵜ ⵉ ⵜⵓⵎ?
common_voice_zgh_40957118.mp3,ⵥⴹⴰⵕⵖ ⴰⴷ ⵏⴷⵀⵖ ⵜⴰⵀⵉⵔⵉⵜ.
common_voice_zgh_40957119.mp3,ⵍⴱⴷⴰ ⵍⵙⵙⴰⵖ ⵉⵀⴰⴽⵓⵙⵏ ⵉⴱⵔⴽⴰⵏⵏ.
common_voice_zgh_40957120.mp3,ⴰⴷ ⵙⵉⵙ ⵓⵔ ⵜⵙⵃⵙⵙⵓⵜ.
common_voice_zgh_40957122.mp3,ⴳ.
common_voice_zgh_40957123.mp3,ⵉⵙⵙⵏ ⵙⴰⵎⵉ ⵉ ⵓⵛⵓⵛⴼ.
common_voice_zgh_40957125.mp3,ⵉⴼⵊⵊⵉⵊ ⵓⵏⵣⵡⵉ.
common_voice_zgh_40957126.mp3,"ⵉⵔⵖⴰ ⴽⵙⴽⵙⵓ, ⵉⵣⵔⴱ ⵓⴳⵯⵔⵔⴰⵎ"
common_voice_zgh_41084294.mp3,ⴰⵙⵉ ⴷⵉⴷⴽ ⵜⴰⵔⴰⵏⵥⴰⵕ ⴰⵎⴰⵔ ⴰⴷ ⵓⵔ ⵢⵉⵍⵉ ⵓⵏⵥⴰⵕ.
common_voice_zgh_41084295.mp3,ⵉⵖ ⴽⴰ ⵜⵍⵍⴰ ⵜⴰⵍⵡⵉⵜ ⵀⴰⵏ ⵜⴰⵎⴰⵅⵉⵔⵜ ⴰⵢⵏⵏⴰ.
common_voice_zgh_41084296.mp3,ⵀⴰⵜ ⵉ ⵜⵎⵎⵓⵜ ⵎⵎⴰⵙ.
common_voice_zgh_41084297.mp3,ⴳⵏⵖ ⵉⴹⴳⴰⵎ ⵣⵉⴽⴽ.
common_voice_zgh_41084298.mp3,ⵉⵏⵣⴰ ⵙⵓⵍ ⵓⵅⵅⴰⵎ ⵙ ⴳⴰⵔ ⴰⵜⵉⴳ.
common_voice_zgh_41218804.mp3,ⵉⵣⵡⴰⵔ ⵙⴽⵙⵓ ⵜⴰⵥⴰⵍⵍⵉⵜ
common_voice_zgh_41218805.mp3,ⵉⵍⵍⴰ ⵢⴰⴷⵍⵍⵉ ⴼ ⵜⵓⵎ ⴰⴷ ⵉⵙⴰⵡⵍ ⵙ ⵜⴼⵕⴰⵏⵙⵉⵙⵜ.
common_voice_zgh_41218806.mp3,ⵓⵔ ⵜ ⴰⴽⴽⵯ ⵙⵇⵇⵙⴰⵖ ⴼ ⵜⵎⴰⵣⵉⵔⵜ ⵏ ⵍⵇⴱⴰⵢⵍ.
common_voice_zgh_41218807.mp3,ⴱⵏⵏⴰⵇⵙ ⵏ ⵜⵏⴳⵓⵍⵜ ⵏⵏⴰ ⵙ ⵢⵓⴼⴰ ⵢⴰⵏ ⵉⵎⵉ ⵏ ⵡⴰⵄⵔⴰⴱ
common_voice_zgh_41218808.mp3,ⵢⵉⵄⵇⴱ ⴷ ⵙ ⵜⵥⵓⵕⵉ.
common_voice_zgh_41218899.mp3,ⵉⵙⴰⵙⵜⴰⵏ ⵜⵓⵎ ⵖⴼ ⵓⵏⵛⴽⴽ ⴰⴷ.
common_voice_zgh_41218900.mp3,ⵣⵎⵔⵖ ⴰⴷ ⴰⵡⵏⵜ ⴰⵣⵏⵖ ⴰⵎⴰⵡⴰⵍ ⵉⵏⵓ ⵏ ⵜⵎⴰⵣⵉⵖⵜ.
common_voice_zgh_41218901.mp3,ⵉⵙ ⵏⵏ ⴰⴽⴽⵯ ⵉⵣⵔⵉ ⵜⴰⵙⴳⴰ ⴰⵏⵏ ⵍⵍⵉⵖ ⴰⵖ ⵉⵜⵜⴰⵍⵖ.
common_voice_zgh_41218902.mp3,ⵉⵖⵔⵎ ⵏ ⵓⵥⵔⵡⴰⵍ ⴷ ⵜⵥⵔⵡⴰⵍⵜ ⵉⴳⴰ ⴰⵍⵏⵉⴼ.
common_voice_zgh_41218904.mp3,ⵙⵖ ⴰⴽ ⴽⵔⴰ ⵏ ⵓⵜⵜⵛⵉ.
common_voice_zgh_41603884.mp3,ⵜⵔⴰⵎⵜ ⴰⴷ ⴽⵯⵏⵜ ⴰⵡⵉⵖ ⵙ ⵓⵙⴳⵏⴰⴼ?
common_voice_zgh_41603885.mp3,ⵓⵙⵔⵖ ⵜⵜ.
common_voice_zgh_41603886.mp3,ⵉⵏⵉ ⵉ ⵜⵓⵎ ⴷ ⵎⴰⵔⵉ ⵀⴰⵜ ⵉ ⵓⵛⴽⵉⵖ ⵏⵏ ⴰⴷ ⵜⵏ ⵥⵕⵖ.
common_voice_zgh_41603887.mp3,ⵏⵍⵍⴰ ⴳ ⵜⵙⵙ ⵜⵉⵙ ⵜⴰⵎⵜ.
common_voice_zgh_41603888.mp3,"ⴰⴷ ⵏⴼⴹⵔ ⴷⵉⴳⵙ, ⵏⵣⴰⵢⴷ ⵙ ⴱⵓⴳⴰⴼⵔ."
common_voice_zgh_41603910.mp3,ⵜⴰⵔⵡⴰ ⵏ ⵓⴷⵔⴰⵔ ⴰⵔ ⵜⵜⵉⴳⵣⵓⵏⵍⵏ ⵎⴰⵅⵅ?
common_voice_zgh_41603911.mp3,ⵊⵊⵜ ⵜ ⵉ ⵕⴱⴱⵉ.
common_voice_zgh_41603912.mp3,ⴰⵏⵎⵓⵇⵇⴰⵔ ⵏ ⴰⵣⵉⵍⴰⵍ ⴳ ⵜⵙⵓⵜⵍⵜ ⵜⵉⵙⵙ ⵎⵔⴰⵡ ⴷ ⵢⴰⵏ.
common_voice_zgh_41603913.mp3,ⵉⵟⵟⴰⴼ ⵜⵓⵎ ⵙⵉⵏ ⵉⴷ ⴱⵓⵜⴳⵔⴰ.
